REVENUE,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,CANCELLATIONS_AFTER_NOON,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,LATE_DELIVERIES,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,AVG_MEAN_RATING,TOTAL_PHOTOS_VIEWED
3720.00,Softfoot,softfoot@live.com,Softfoot,Softfoot,115,9,7,4,163.00,4,5,2,9,7,95.26,6,3.2,270
1415.00,Nage,nage@protonmail.com,Nage,Nage,34,6,7,2,89.40,0,6,2,12,9,78.36,3,3.2,13
1900.00,Barbara Bracken,barbara.bracken@protonmail.com,Barbara,Bracken,174,8,7,3,192.30,1,6,1,3,10,97.86,6,3.2,16
1670.00,Kyle,kyle@passport.com,Kyle,Kyle,72,5,7,4,148.60,1,5,1,8,10,94.37,5,3.2,10
3133.50,Robert Frey,robert.frey@msn.com,Robert,Frey,62,6,7,3,184.40,0,6,1,12,11,110.94,5,3.2,366
2095.00,Orland of Oldtown,orland.of.oldtown@cocacola.com,Orland,of Oldtown,58,7,7,9,155.40,1,6,1,6,12,45.90,4,3.2,108
2593.50,Aegon Frey (son of Stevron),aegon.frey.(son.of.stevron)@aol.com,Aegon,Frey ,56,8,7,3,187.40,0,7,1,0,0,75.00,5,3.2,3
1860.00,Alester Florent,alester.florent@passport.com,Alester,Florent,80,6,7,1,121.20,2,6,1,9,0,102.20,4,3.2,9
2000.00,Arron,arron@protonmail.com,Arron,Arron,67,8,7,1,209.00,2,6,2,4,0,105.82,5,3.2,240
2135.00,Arthor Karstark,arthor.karstark@gmail.com,Arthor,Karstark,68,7,7,4,147.90,0,6,1,10,0,146.19,5,3.2,310
1740.00,Arwyn Oakheart,arwyn.oakheart@yahoo.com,Arwyn,Oakheart,72,6,7,1,148.40,0,5,1,16,0,127.89,6,3.2,10
5018.00,Baelon Targaryen (son of Viserys I),baelon.targaryen.(son.of.viserys.i)@mcdonalds.com,Baelon,Targaryen ,110,8,7,3,223.40,0,6,2,37,0,170.23,7,3.2,748
2050.00,Bennard Brune,bennard.brune@mcdonalds.com,Bennard,Brune,173,5,7,6,196.40,3,5,1,2,0,102.80,6,3.2,660
3555.00,Dacey Mormont,dacey.mormont@protonmail.com,Dacey,Mormont,132,9,7,9,289.80,0,6,2,0,0,153.98,8,3.2,6
2137.00,Dagmer,dagmer@nike.com,Dagmer,Dagmer,118,9,7,10,129.50,3,5,1,14,0,45.40,2,3.2,9
1440.00,Emma,emma@yahoo.com,Emma,Emma,43,6,7,8,88.40,0,7,2,5,0,89.80,3,3.2,15
1815.00,Gawen Glover,gawen.glover@msn.com,Gawen,Glover,142,6,7,9,126.20,2,6,1,3,0,90.00,4,3.2,15
1654.00,Gendel,gendel@gmail.com,Gendel,Gendel,40,7,7,10,165.60,0,5,1,13,0,60.31,5,3.2,92
1935.00,Gyles III Gardener,gyles.iii.gardener@yahoo.com,Gyles,III Gardener,67,8,7,7,167.90,0,6,1,5,0,73.25,5,3.2,258
1725.00,Gyles Rosby,gyles.rosby@intel.com,Gyles,Rosby,35,7,7,2,173.90,2,6,2,0,0,29.45,5,3.2,456
1440.00,Haggon,haggon@goldmansacs.com,Haggon,Haggon,69,7,7,2,105.60,2,6,1,0,0,231.30,2,3.2,7
1840.00,Harlen Tyrell,harlen.tyrell@gmail.com,Harlen,Tyrell,98,6,7,10,165.10,3,6,2,8,0,118.16,5,3.2,132
1630.00,Humfrey Clifton,humfrey.clifton@yahoo.com,Humfrey,Clifton,91,5,7,10,155.80,4,5,1,10,0,146.30,3,3.2,17
2130.00,Jeyne Darry,jeyne.darry@yahoo.com,Jeyne,Darry,70,7,7,1,148.40,1,5,1,14,0,87.00,5,3.2,109
2060.00,Jon Brax,jon.brax@gmail.com,Jon,Brax,79,7,7,3,120.80,0,5,1,21,0,70.62,4,3.2,24
2505.00,Lark,lark@gmail.com,Lark,Lark,48,8,7,1,160.20,1,5,2,2,0,175.35,6,3.2,126
1280.00,Lharys,lharys@msn.com,Lharys,Lharys,61,5,7,2,118.00,4,5,1,4,0,82.30,4,3.2,6
1450.00,Maerie (Whore),maerie.(whore)@me.com,Maerie,,97,6,7,7,125.80,1,5,1,5,0,101.40,3,3.2,144
1729.00,Malcolm,malcolm@jnj.com,Malcolm,Malcolm,63,6,7,6,154.90,1,6,1,3,0,17.80,4,3.2,216
2983.50,Mark Mullendore,mark.mullendore@mmm.com,Mark,Mullendore,191,8,7,8,161.50,0,6,1,0,0,87.45,5,3.2,156
3855.00,Maslyn,maslyn@protonmail.com,Maslyn,Maslyn,65,8,7,10,169.40,0,5,2,4,0,97.84,5,3.2,186
684.00,Melwyn Sarsfield,melwyn.sarsfield@gmail.com,Melwyn,Sarsfield,13,12,7,2,112.80,0,5,2,7,0,78.00,4,3.2,14
2520.00,Myrcella Baratheon,myrcella.baratheon@protonmail.com,Myrcella,Baratheon,120,7,7,10,195.90,0,5,1,4,0,123.96,6,3.2,20
3180.00,Ottomore,ottomore@pfizer.com,Ottomore,Ottomore,92,7,7,8,153.00,0,5,2,3,0,143.72,5,3.2,4
3679.50,Qalen,qalen@hotmail.com,Qalen,Qalen,84,10,7,10,153.70,0,5,2,11,0,113.63,6,3.2,258
1725.00,Qarl the Maid,qarl.the.maid@msn.com,Qarl,the Maid,107,7,7,10,125.80,0,6,2,0,0,35.22,4,3.2,72
2110.00,Rennifer Longwaters,rennifer.longwaters@apple.com,Rennifer,Longwaters,165,5,7,5,187.00,3,5,1,0,0,121.50,4,3.2,20
3225.00,Robin Hollard,robin.hollard@yahoo.com,Robin,Hollard,73,7,7,8,232.90,5,5,1,0,0,119.39,8,3.2,99
3075.00,Ronel Rivers,ronel.rivers@yahoo.com,Ronel,Rivers,99,7,7,2,184.80,0,5,3,13,0,71.79,5,3.2,14
1750.00,Royce Coldwater,royce.coldwater@merck.com,Royce,Coldwater,77,5,7,9,128.00,1,5,2,0,0,98.50,4,3.2,87
2625.00,Sharna,sharna@ge.org,Sharna,Sharna,91,7,7,1,135.80,1,6,2,0,0,223.59,4,3.2,128
2955.00,Urreg,urreg@intel.com,Urreg,Urreg,111,8,7,2,164.60,2,4,2,6,0,102.80,3,3.2,186
2788.50,Wendamyr,wendamyr@protonmail.com,Wendamyr,Wendamyr,101,9,7,1,194.90,1,6,2,35,0,99.38,6,3.2,246
1510.00,Otto Hightower,otto.hightower@gmail.com,Otto,Hightower,110,7,7,2,120.00,1,6,1,49,3,37.82,2,2.9,3
1650.00,Ogo,ogo@protonmail.com,Ogo,Ogo,61,8,7,5,122.40,0,5,1,34,5,49.00,3,2.9,425
4020.00,Tormund,tormund@gmail.com,Tormund,Tormund,70,10,7,10,190.50,0,6,1,0,5,116.70,6,2.9,302
2120.00,Bennis,bennis@nike.com,Bennis,Bennis,75,6,7,4,166.10,0,5,2,13,7,100.67,4,2.9,8
3007.50,Lucamore Strong,lucamore.strong@amex.com,Lucamore,Strong,86,10,7,7,208.80,1,5,1,11,7,84.99,8,2.9,108
1770.00,Ormund Wylde,ormund.wylde@hotmail.com,Ormund,Wylde,48,5,7,9,152.50,4,6,2,10,8,13.17,3,2.9,456
1960.00,Gallard,gallard@me.com,Gallard,Gallard,99,6,7,5,156.70,2,5,2,8,9,90.19,3,2.9,17
4350.00,Will,will@jpmorgan.com,Will,Will,102,8,7,7,207.80,1,5,1,24,10,109.00,6,2.9,100
4860.00,Addam Frey,addam.frey@gmail.com,Addam,Frey,241,6,7,9,344.70,0,6,1,4,0,141.00,9,2.9,632
3945.00,Aegon I Targaryen,aegon.i.targaryen@yahoo.com,Aegon,I Targaryen,88,8,7,10,247.30,0,5,2,31,0,95.91,7,2.9,344
1470.00,All-for-Joffrey,all-for-joffrey@gmail.com,All-for-Joffrey,All-for-Joffrey,52,8,7,1,154.80,3,5,2,0,0,20.64,5,2.9,15
1620.00,Cragorn,cragorn@gmail.com,Cragorn,Cragorn,42,5,7,1,140.00,0,6,1,0,0,96.74,4,2.9,141
2745.00,Cyrenna Swann,cyrenna.swann@yahoo.com,Cyrenna,Swann,57,7,7,2,166.80,3,6,2,13,0,106.35,6,2.9,171
1876.00,Daeron Targaryen (son of Viserys I),daeron.targaryen.(son.of.viserys.i)@dupont.com,Daeron,Targaryen ,68,8,7,6,124.60,3,6,1,0,0,43.10,3,2.9,20
1240.00,Gwayne Corbray,gwayne.corbray@msn.com,Gwayne,Corbray,72,4,7,9,107.40,1,6,2,0,0,75.50,4,2.9,18
1875.00,Joffrey Lonmouth,joffrey.lonmouth@yahoo.com,Joffrey,Lonmouth,58,7,7,5,160.40,0,5,1,8,0,84.02,5,2.9,10
4297.50,Lia Serry,lia.serry@aol.com,Lia,Serry,91,10,7,2,261.20,3,5,2,22,0,120.03,6,2.9,975
2655.00,Lotho Lornel,lotho.lornel@travelers.com,Lotho,Lornel,71,9,7,8,220.00,1,5,1,7,0,145.71,7,2.9,18
3400.50,Manfryd Yew,manfryd.yew@gmail.com,Manfryd,Yew,94,10,7,2,171.30,0,6,1,13,0,95.91,5,2.9,262
3405.00,Mellara Rivers,mellara.rivers@cocacola.com,Mellara,Rivers,62,6,7,2,201.40,1,6,2,1,0,160.76,4,2.9,115
1100.00,Meralyn,meralyn@apple.com,Meralyn,Meralyn,66,5,7,3,177.60,1,5,1,11,0,122.75,7,2.9,95
1850.00,Mina Tyrell,mina.tyrell@hotmail.com,Mina,Tyrell,76,6,7,7,118.80,2,5,1,9,0,138.75,2,2.9,19
3195.00,Moelle,moelle@mcdonalds.com,Moelle,Moelle,61,8,7,10,153.80,0,6,2,13,0,95.47,5,2.9,148
2010.00,Moqorro,moqorro@msn.com,Moqorro,Moqorro,54,6,7,5,146.60,0,6,1,0,0,94.25,5,2.9,14
1715.00,Mully,mully@msn.com,Mully,Mully,40,8,7,2,134.10,2,6,1,0,0,97.76,3,2.9,8
2668.50,Qarl Shepherd,qarl.shepherd@ibm.com,Qarl,Shepherd,80,7,7,8,162.60,0,6,1,4,0,100.38,5,2.9,251
3397.50,Rodrik Flint,rodrik.flint@protonmail.com,Rodrik,Flint,73,10,7,9,194.70,0,6,2,2,0,97.20,5,2.9,134
1950.00,Shella Whent,shella.whent@protonmail.com,Shella,Whent,94,5,7,5,166.00,2,6,1,2,0,95.35,5,2.9,95
1600.00,Turnip,turnip@yahoo.com,Turnip,Turnip,74,10,7,10,564.20,0,5,1,5,0,638.87,10,2.9,796
1330.00,Walder Frey,walder.frey@gmail.com,Walder,Frey,30,7,7,6,179.20,3,6,2,42,0,83.00,6,2.9,12
3555.00,Wat (sailor),wat.(sailor)@passport.com,Wat,,111,9,7,9,226.30,2,5,2,41,0,95.40,5,2.9,396
4132.50,Jodge,jodge@gmail.com,Jodge,Jodge,78,8,7,9,216.10,1,6,2,30,4,100.62,6,2.6,300
4200.00,Podrick Payne,podrick.payne@intel.com,Podrick,Payne,76,10,7,10,253.80,0,6,1,0,6,98.44,6,2.6,526
3952.50,Marissa Frey,marissa.frey@gmail.com,Marissa,Frey,75,9,7,9,173.40,1,6,1,8,8,126.85,5,2.6,328
4665.00,Aelinor Penrose,aelinor.penrose@homedepot.com,Aelinor,Penrose,106,10,7,8,263.30,3,6,1,7,0,110.00,6,2.6,705
4550.00,Alaric of Eysen,alaric.of.eysen@yahoo.com,Alaric,of Eysen,122,10,7,9,204.20,0,6,2,1,0,134.70,6,2.6,250
2872.50,Beardless Dick,beardless.dick@gmail.com,Beardless,Dick,120,6,7,6,157.80,1,5,2,3,0,134.53,5,2.6,128
4800.00,Craster,craster@homedepot.com,Craster,Craster,318,9,7,6,233.10,4,5,1,12,0,127.51,7,2.6,368
6116.00,Dareon,dareon@gmail.com,Dareon,Dareon,192,7,7,2,236.40,4,5,1,2,0,119.19,9,2.6,760
1989.00,Dorea Sand,dorea.sand@yahoo.com,Dorea,Sand,62,7,7,2,122.60,3,6,1,7,0,110.02,4,2.6,3
3862.50,Gormond Goodbrother,gormond.goodbrother@protonmail.com,Gormond,Goodbrother,104,8,7,9,188.00,2,6,1,3,0,120.17,6,2.6,20
3903.00,Jared Frey,jared.frey@yahoo.com,Jared,Frey,106,9,7,4,162.00,0,4,2,6,0,126.98,4,2.6,70
2482.50,Jon Vance,jon.vance@gmail.com,Jon,Vance,89,8,7,6,193.30,0,6,2,0,0,150.98,7,2.6,74
2940.00,Justin Massey,justin.massey@protonmail.com,Justin,Massey,82,10,7,3,169.40,2,6,2,27,0,109.75,5,2.6,72
2683.50,Leana Frey,leana.frey@unitedtech.com,Leana,Frey,153,9,7,10,158.80,1,5,1,0,0,100.00,5,2.6,410
3015.00,Lewyn Martell,lewyn.martell@gmail.com,Lewyn,Martell,159,7,7,10,197.70,2,5,1,13,0,103.05,5,2.6,15
4848.00,Morros Slynt,morros.slynt@visa.com,Morros,Slynt,348,9,7,10,264.30,3,6,1,19,0,130.93,7,2.6,772
3217.50,Pate (Shermer's Grove),pate.(shermer's.grove)@visa.com,Pate,,96,8,7,10,154.20,3,6,2,10,0,117.30,4,2.6,164
3000.00,Portifer Woodwright,portifer.woodwright@intel.com,Portifer,Woodwright,76,8,7,10,182.80,3,5,1,34,0,103.32,5,2.6,3
1730.00,Quaithe,quaithe@chevron.com,Quaithe,Quaithe,66,4,7,9,120.00,3,6,2,2,0,144.37,4,2.6,98
2968.50,Robin Ryger,robin.ryger@jnj.com,Robin,Ryger,90,8,7,10,228.50,2,6,1,0,0,114.00,6,2.6,72
1260.00,Ryam Florent,ryam.florent@protonmail.com,Ryam,Florent,72,5,7,9,156.00,1,6,2,10,0,85.68,6,2.6,5
3105.00,Stalwart Shield,stalwart.shield@jnj.com,Stalwart,Shield,67,7,7,3,160.60,0,6,2,31,0,100.58,4,2.6,383
6042.00,Tybero Istarion,tybero.istarion@pfizer.com,Tybero,Istarion,151,9,7,10,275.80,1,5,2,5,0,133.54,7,2.6,365
4260.00,Balon Botley,balon.botley@yahoo.com,Balon,Botley,113,9,7,6,233.20,2,6,1,0,3,125.74,7,2.4,272
3300.00,Tybolt Crakehall,tybolt.crakehall@dupont.com,Tybolt,Crakehall,70,9,8,3,141.80,0,6,2,0,4,127.53,4,2.4,16
4933.50,Del,del@pfizer.com,Del,Del,388,10,8,6,208.40,3,6,2,8,0,147.03,5,2.4,816
4500.00,Layna,layna@disney.com,Layna,Layna,126,8,8,7,200.60,0,6,1,8,0,123.75,3,2.4,495
4605.00,Loras Tyrell,loras.tyrell@chevron.com,Loras,Tyrell,91,10,8,7,269.00,3,5,1,14,0,165.51,7,2.4,221
6375.00,Pate of the Blue Fork,pate.of.the.blue.fork@aol.com,Pate,of the Blue Fork,99,9,8,5,197.80,1,6,2,4,0,128.33,5,2.4,290
4800.00,Ralf Stonehouse,ralf.stonehouse@protonmail.com,Ralf,Stonehouse,174,9,8,2,174.60,3,5,2,29,0,151.92,5,2.4,160
3195.00,Sallei Paege,sallei.paege@amex.com,Sallei,Paege,112,6,8,2,182.20,2,6,2,0,0,138.22,6,2.4,240
3000.00,Tanton Fossoway,tanton.fossoway@caterpillar.com,Tanton,Fossoway,76,8,8,10,163.40,1,6,1,44,0,115.28,5,2.4,248
3840.00,Tobho Mott,tobho.mott@me.com,Tobho,Mott,68,7,8,10,226.20,0,5,2,39,0,123.44,8,2.4,226
4850.00,Tywin Frey,tywin.frey@protonmail.com,Tywin,Frey,186,8,8,3,314.00,0,6,1,51,0,132.18,9,2.4,860
4884.00,Umfred,umfred@yahoo.com,Umfred,Umfred,194,9,8,10,255.10,1,6,2,0,0,120.91,6,2.4,515
2670.00,Umma,umma@hotmail.com,Umma,Umma,92,8,8,9,158.90,0,5,1,50,0,35.21,5,2.4,72
3555.00,Harwin Strong,harwin.strong@aol.com,Harwin,Strong,110,8,8,2,157.80,1,6,1,3,7,96.62,5,2.1,194
1550.00,Sansa Stark,sansa.stark@gmail.com,Sansa,Stark,38,3,8,9,142.40,1,5,2,12,9,407.00,5,2.1,5
3300.00,Emphyria Vance,emphyria.vance@boeing.com,Emphyria,Vance,157,6,8,10,244.30,0,5,2,2,0,109.25,7,2.1,353
3441.00,Lorent Tyrell,lorent.tyrell@walmart.com,Lorent,Tyrell,64,8,8,2,170.20,1,5,1,20,0,101.30,5,2.1,260
2063.00,Oznak zo Pahl,oznak.zo.pahl@passport.com,Oznak,zo Pahl,57,6,8,8,134.40,4,5,1,12,0,78.60,6,1.6,200
610.00,Rhaena Targaryen (daughter of Aegon III),rhaena.targaryen.(daughter.of.aegon.iii)@protonmail.com,Rhaena,Targaryen ,15,12,8,4,90.40,1,5,1,0,0,102.20,2,5.0,12
600.00,Dagon Greyjoy,dagon.greyjoy@gmail.com,Dagon,Greyjoy,12,11,8,4,80.00,2,6,1,4,4,54.20,2,4.7,15
1190.00,Marq Grafton,marq.grafton@chevron.com,Marq,Grafton,81,5,8,10,172.80,0,6,1,8,12,100.24,8,4.7,84
1130.00,Elyas Willum,elyas.willum@aol.com,Elyas,Willum,113,7,8,4,79.30,1,5,2,8,0,82.80,2,4.7,10
1289.00,Erreck,erreck@yahoo.com,Erreck,Erreck,29,6,8,3,137.80,0,6,2,0,0,33.80,4,4.7,3
1325.00,Fornio,fornio@exxon.com,Fornio,Fornio,29,7,8,3,141.20,1,6,1,12,0,63.00,4,4.7,18
1390.00,Gyles Grafton,gyles.grafton@exxon.com,Gyles,Grafton,35,7,8,2,182.40,1,6,1,1,0,92.00,6,4.7,18
1515.00,Sargon Botley,sargon.botley@yahoo.com,Sargon,Botley,32,8,8,9,95.80,0,6,2,5,0,126.72,3,4.7,20
1079.00,Grenn,grenn@gmail.com,Grenn,Grenn,12,11,8,7,90.10,1,5,1,6,6,56.00,2,4.5,17
1200.00,Errok,errok@passport.com,Errok,Errok,62,8,8,9,109.00,1,6,2,14,7,65.00,3,4.5,16
1770.00,Philip Foote,philip.foote@disney.com,Philip,Foote,41,5,8,7,135.70,0,5,2,38,8,110.12,3,4.5,84
1250.00,Vargo Hoat,vargo.hoat@mmm.com,Vargo,Hoat,34,5,8,2,75.20,2,5,1,0,9,64.75,2,4.5,10
1120.00,Brown Bernarr,brown.bernarr@yahoo.com,Brown,Bernarr,35,4,8,5,83.30,3,5,2,4,10,89.80,3,4.5,3
1600.00,Qotho,qotho@yahoo.com,Qotho,Qotho,45,6,8,3,200.70,1,6,1,0,10,84.00,6,4.5,4
849.00,Aemon Estermont,aemon.estermont@merck.com,Aemon,Estermont,14,11,8,1,172.80,2,6,2,8,0,132.60,8,4.5,144
1260.00,Deziel Dalt,deziel.dalt@gmail.com,Deziel,Dalt,33,5,8,8,165.60,2,6,2,7,0,55.00,5,4.5,13
1525.00,Glendon Flowers,glendon.flowers@msn.com,Glendon,Flowers,43,6,8,10,116.00,1,5,2,0,0,180.79,4,4.5,8
1230.00,Jon Heddle,jon.heddle@chevron.com,Jon,Heddle,36,7,8,3,142.70,1,6,2,0,0,59.75,5,4.5,17
1450.00,Monford Velaryon,monford.velaryon@me.com,Monford,Velaryon,45,5,8,8,99.20,0,6,2,2,0,99.65,4,4.5,20
1320.00,Tristimun,tristimun@yahoo.com,Tristimun,Tristimun,33,8,8,3,97.20,3,6,2,1,0,76.00,3,4.5,16
880.00,Will (orphan),will.(orphan)@merck.com,Will,,14,12,8,5,109.20,2,5,1,0,7,22.17,4,4.2,17
1350.00,Tion Frey,tion.frey@gmail.com,Tion,Frey,45,4,8,6,109.80,3,5,1,0,10,68.90,4,4.2,151
1450.00,Ben Bones,ben.bones@protonmail.com,Ben,Bones,56,5,8,3,131.40,3,6,2,24,0,89.00,3,4.2,19
1240.00,Bethany Bolton,bethany.bolton@yahoo.com,Bethany,Bolton,40,1,8,2,161.00,1,5,2,0,0,181.00,6,4.2,12
1365.00,Cohollo,cohollo@apple.com,Cohollo,Cohollo,34,4,8,1,176.80,0,5,2,4,0,106.78,6,4.2,11
1205.00,Harra,harra@jnj.com,Harra,Harra,26,6,8,9,81.60,3,6,1,12,0,58.90,3,4.2,12
1745.00,Jack-Be-Lucky,jack-be-lucky@chevron.com,Jack-Be-Lucky,Jack-Be-Lucky,53,6,8,5,156.40,6,6,1,32,0,128.00,5,4.2,8
1600.00,Lewys the Fishwife,lewys.the.fishwife@mcdonalds.com,Lewys,the Fishwife,35,4,8,1,265.00,0,5,1,0,0,195.32,8,4.2,19
1130.00,Lucas Blackwood,lucas.blackwood@gmail.com,Lucas,Blackwood,56,2,8,3,67.20,4,6,1,41,0,94.40,2,4.2,15
870.00,Medger Cerwyn,medger.cerwyn@yahoo.com,Medger,Cerwyn,15,11,8,2,76.50,2,5,1,45,0,45.00,2,4.2,7
3142.50,Moribald Chester,moribald.chester@cisco.com,Moribald,Chester,98,7,8,2,213.30,3,6,2,0,0,98.52,6,4.2,371
670.00,Roose Ryswell,roose.ryswell@gmail.com,Roose,Ryswell,13,11,8,10,86.40,1,5,2,1,0,81.48,3,4.2,7
600.00,Rycherd Crane,rycherd.crane@microsoft.com,Rycherd,Crane,13,11,8,3,127.60,2,5,2,19,0,98.71,3,4.2,13
1275.00,Simon Staunton,simon.staunton@protonmail.com,Simon,Staunton,29,4,8,8,160.90,0,6,2,0,0,37.47,5,4.2,5
1155.00,Tymor,tymor@hotmail.com,Tymor,Tymor,42,6,8,7,109.30,1,5,1,9,0,78.16,3,4.2,10
1450.00,Sigfry Stonetree,sigfry.stonetree@microsoft.com,Sigfry,Stonetree,53,5,8,7,150.50,0,5,2,0,4,91.44,6,3.9,17
1430.00,Harwyn Hoare,harwyn.hoare@microsoft.com,Harwyn,Hoare,35,7,8,4,99.00,5,5,2,0,7,105.57,3,3.9,5
1580.00,Rodrik Ryswell,rodrik.ryswell@protonmail.com,Rodrik,Ryswell,35,6,8,4,152.30,0,6,1,48,9,156.00,5,3.9,19
675.00,Benjen Stark (Bitter),benjen.stark.(bitter)@protonmail.com,Benjen,Stark ,16,12,8,1,101.20,5,5,2,1,12,89.00,3,3.9,19
1100.00,Sawwood,sawwood@gmail.com,Sawwood,Sawwood,31,2,8,10,85.80,2,6,1,9,12,76.40,2,3.9,6
1074.00,Alyn Connington,alyn.connington@gmail.com,Alyn,Connington,15,11,8,1,160.50,1,6,1,15,0,53.90,6,3.9,19
1350.00,Biter,biter@yahoo.com,Biter,Biter,61,4,8,4,110.50,0,4,2,14,0,103.54,3,3.9,143
1789.00,Brenett,brenett@cisco.com,Brenett,Brenett,55,6,8,10,187.70,1,6,2,11,0,72.00,6,3.9,4
1564.00,Bryan Frey,bryan.frey@gmail.com,Bryan,Frey,37,6,8,4,92.60,2,5,2,0,0,97.50,3,3.9,19
1605.00,Chiswyck,chiswyck@jnj.com,Chiswyck,Chiswyck,68,7,8,10,139.80,1,5,1,0,0,70.00,4,3.9,4
1065.00,Collio Quaynis,collio.quaynis@yahoo.com,Collio,Quaynis,12,11,8,9,88.20,1,7,1,6,0,89.39,3,3.9,19
869.00,Desmond,desmond@me.com,Desmond,Desmond,14,11,8,6,67.20,4,6,1,11,0,49.00,2,3.9,13
1060.00,Grazdan,grazdan@mcdonalds.com,Grazdan,Grazdan,14,11,8,10,130.20,1,6,2,13,0,26.16,4,3.9,304
1599.00,Jommy,jommy@hotmail.com,Jommy,Jommy,135,5,8,7,150.90,2,6,1,13,0,92.71,4,3.9,17
1289.00,Jon Bettley,jon.bettley@gmail.com,Jon,Bettley,39,5,8,2,122.50,0,6,2,23,0,88.20,4,3.9,17
2505.00,Nolla,nolla@gmail.com,Nolla,Nolla,79,5,8,1,189.40,0,5,2,5,0,113.16,6,3.9,44
2125.00,Patrek Vance,patrek.vance@ibm.com,Patrek,Vance,49,7,8,2,189.10,1,6,2,36,0,193.37,5,3.9,7
1395.00,Rodrik Harlaw,rodrik.harlaw@protonmail.com,Rodrik,Harlaw,37,7,8,5,100.80,0,5,2,24,0,125.18,4,3.9,182
1805.00,Gawen Swann,gawen.swann@gmail.com,Gawen,Swann,57,7,8,1,144.20,0,6,1,0,4,127.51,3,3.7,17
1565.00,Togg Joth,togg.joth@yahoo.com,Togg,Joth,122,5,8,4,147.80,2,6,2,7,5,87.00,4,3.7,9
1670.00,Jaqen H'ghar,jaqen.h'ghar@merck.com,Jaqen,H'ghar,70,7,8,2,137.40,3,5,2,31,6,95.34,5,3.7,3
1854.00,Rainbow Knight,rainbow.knight@protonmail.com,Rainbow,Knight,40,8,8,8,126.60,1,6,2,10,9,33.10,4,3.7,16
1865.00,Artos Stark,artos.stark@protonmail.com,Artos,Stark,49,7,8,6,179.20,0,6,1,13,10,104.61,6,3.7,318
1890.00,Lyonel Baratheon,lyonel.baratheon@hotmail.com,Lyonel,Baratheon,148,7,8,2,180.40,4,5,1,12,10,83.00,5,3.7,14
1500.00,Osney Kettleblack,osney.kettleblack@gmail.com,Osney,Kettleblack,102,6,8,7,174.00,1,5,2,1,18,110.50,6,3.7,14
1480.00,Alyssa Arryn,alyssa.arryn@pfizer.com,Alyssa,Arryn,95,3,8,2,117.50,0,6,2,13,0,78.35,4,3.7,15
2025.00,Anders Yronwood,anders.yronwood@hotmail.com,Anders,Yronwood,49,9,8,9,137.00,0,5,2,30,0,60.42,4,3.7,178
1770.00,Bennet,bennet@visa.com,Bennet,Bennet,46,6,8,10,133.70,0,5,1,0,0,106.43,3,3.7,17
3112.50,Cersei Frey,cersei.frey@msn.com,Cersei,Frey,94,4,8,8,166.30,1,6,2,4,0,527.27,4,3.7,6
3210.00,Greenbeard,greenbeard@protonmail.com,Greenbeard,Greenbeard,55,9,8,10,215.20,1,6,1,0,0,175.59,5,3.7,13
1740.00,Heward,heward@travelers.com,Heward,Heward,53,7,8,2,148.10,0,5,2,12,0,78.25,4,3.7,18
1520.00,Holger,holger@cocacola.com,Holger,Holger,65,4,8,3,109.70,6,6,1,0,0,94.72,4,3.7,9
2640.00,Howland Reed,howland.reed@protonmail.com,Howland,Reed,189,7,8,3,166.10,0,6,2,47,0,118.37,4,3.7,442
1760.00,Jafer Flowers,jafer.flowers@verizon.com,Jafer,Flowers,55,6,8,4,132.90,0,6,2,7,0,123.85,3,3.7,128
1600.00,Jeyne Fossoway,jeyne.fossoway@gmail.com,Jeyne,Fossoway,39,7,8,10,169.40,3,5,1,11,0,110.47,5,3.7,32
1095.00,Joss the Gloom,joss.the.gloom@passport.com,Joss,the Gloom,13,11,8,4,89.40,1,6,2,50,0,67.00,3,3.7,7
1100.00,Leonella Lefford,leonella.lefford@protonmail.com,Leonella,Lefford,27,7,8,5,119.60,1,5,1,13,0,131.54,5,3.7,20
1140.00,Lucantine Woodwright,lucantine.woodwright@msn.com,Lucantine,Woodwright,34,5,8,8,101.70,2,5,2,21,0,92.43,3,3.7,5
1920.00,Meredyth Crane,meredyth.crane@passport.com,Meredyth,Crane,41,6,8,3,126.90,0,6,1,1,0,31.82,4,3.7,16
1650.00,Moryn Tyrell,moryn.tyrell@chevron.com,Moryn,Tyrell,99,8,8,5,147.00,3,6,1,11,0,86.39,5,3.7,119
1860.00,Nightingale,nightingale@disney.com,Nightingale,Nightingale,59,8,8,7,131.20,0,5,1,15,0,110.55,4,3.7,125
1130.00,Norne Goodbrother,norne.goodbrother@visa.com,Norne,Goodbrother,28,5,8,9,98.80,1,5,1,14,0,217.50,2,3.7,10
1350.00,Nysterica,nysterica@mcdonalds.com,Nysterica,Nysterica,48,5,8,3,186.60,0,5,2,39,0,93.82,6,3.7,657
2670.00,Old Grey Gull,old.grey.gull@boeing.com,Old,Grey Gull,50,8,8,6,176.80,2,5,1,11,0,96.03,5,3.7,5
